Site,F01,F12,F23,F34,F45,F56,F67,F78,F89,F910,F1011,F1112,F1213,F1314,F1415,F15,Sites,Site,Year,Month,Day,Hour,Rep,Sites
17427,5108,36,13,10,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,7,3,QB01_20171029_070000.wav2
17428,5149,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,7,4,QB01_20171029_070000.wav3
17429,4848,183,128,8,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,7,5,QB01_20171029_070000.wav4
17430,4494,219,394,54,6,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,7,6,QB01_20171029_070000.wav5
17431,5158,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,1,QB01_20171029_080000.wav
17432,5120,3,29,15,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,2,QB01_20171029_080000.wav1
17433,4807,7,257,96,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,3,QB01_20171029_080000.wav2
17434,5091,3,52,21,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,4,QB01_20171029_080000.wav3
17435,5084,5,64,14,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,5,QB01_20171029_080000.wav4
17436,4762,3,261,141,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,8,6,QB01_20171029_080000.wav5
17437,4707,0,369,91,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,1,QB01_20171029_090000.wav
17438,4144,27,891,105,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,2,QB01_20171029_090000.wav1
17439,5051,0,79,37,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,3,QB01_20171029_090000.wav2
17440,5075,0,76,16,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,4,QB01_20171029_090000.wav3
17441,4734,5,350,78,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,5,QB01_20171029_090000.wav4
17442,4335,0,820,12,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,9,6,QB01_20171029_090000.wav5
17443,5080,0,60,27,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,1,QB01_20171029_100000.wav
17444,5067,1,53,46,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,2,QB01_20171029_100000.wav1
17445,5085,0,54,28,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,3,QB01_20171029_100000.wav2
17446,5157,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,4,QB01_20171029_100000.wav3
17447,5152,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,5,QB01_20171029_100000.wav4
17448,5055,0,104,8,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,10,6,QB01_20171029_100000.wav5
17449,5128,6,31,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,1,QB01_20171029_110000.wav
17450,5145,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,2,QB01_20171029_110000.wav1
17451,4571,2,296,298,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,3,QB01_20171029_110000.wav2
17452,4122,0,861,184,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,4,QB01_20171029_110000.wav3
17453,4882,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,5,QB01_20171029_110000.wav4
17454,4744,0,420,3,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,11,6,QB01_20171029_110000.wav5
17455,4502,9,639,17,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,1,QB01_20171029_120000.wav
17456,4701,1,461,4,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,2,QB01_20171029_120000.wav1
17457,4741,0,418,8,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,3,QB01_20171029_120000.wav2
17458,3768,88,1286,25,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,4,QB01_20171029_120000.wav3
17459,5074,0,84,9,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,5,QB01_20171029_120000.wav4
17460,4688,0,127,350,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,12,6,QB01_20171029_120000.wav5
17461,4614,2,476,75,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,1,QB01_20171029_130000.wav
17462,4948,0,106,113,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,2,QB01_20171029_130000.wav1
17463,4217,0,803,147,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,3,QB01_20171029_130000.wav2
17464,4565,0,578,24,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,4,QB01_20171029_130000.wav3
17465,5077,0,51,39,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,5,QB01_20171029_130000.wav4
17466,4865,0,132,156,14,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,13,6,QB01_20171029_130000.wav5
17467,4959,0,153,55,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,1,QB01_20171029_140000.wav
17468,4976,0,130,61,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,2,QB01_20171029_140000.wav1
17469,5004,0,93,70,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,3,QB01_20171029_140000.wav2
17470,4302,0,388,477,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,4,QB01_20171029_140000.wav3
17471,4565,0,284,318,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,5,QB01_20171029_140000.wav4
17472,4095,0,607,465,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,14,6,QB01_20171029_140000.wav5
17473,4572,4,247,344,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,1,QB01_20171029_180000.wav
17474,2834,29,1112,1179,4,9,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,2,QB01_20171029_180000.wav1
17475,2782,25,1084,1264,0,9,0,2,1,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,3,QB01_20171029_180000.wav2
17476,4376,10,300,474,2,1,0,2,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,4,QB01_20171029_180000.wav3
17477,4694,14,156,303,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,5,QB01_20171029_180000.wav4
17478,4103,72,424,567,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,18,6,QB01_20171029_180000.wav5
17479,2705,160,1212,1063,1,1,0,25,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,1,QB01_20171029_190000.wav
17480,1592,173,1886,1475,0,2,0,34,5,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,2,QB01_20171029_190000.wav1
17481,2537,161,1248,1204,0,0,0,14,3,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,3,QB01_20171029_190000.wav2
17482,3413,87,786,862,0,0,0,13,6,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,4,QB01_20171029_190000.wav3
17483,2920,147,1051,1018,0,0,0,22,9,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,5,QB01_20171029_190000.wav4
17484,2222,193,1575,1138,0,2,0,34,3,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,19,6,QB01_20171029_190000.wav5
17485,3485,89,530,1056,1,1,0,1,4,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,1,QB01_20171029_200000.wav
17486,2944,177,882,1141,1,1,0,11,10,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,2,QB01_20171029_200000.wav1
17487,4573,55,159,379,0,0,0,0,1,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,3,QB01_20171029_200000.wav2
17488,2473,114,1015,1561,1,2,0,0,1,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,4,QB01_20171029_200000.wav3
17489,3995,142,453,577,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,5,QB01_20171029_200000.wav4
17490,4371,52,197,547,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,20,6,QB01_20171029_200000.wav5
17491,3066,467,389,1236,7,0,0,0,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,1,QB01_20171029_210000.wav
17492,3089,497,373,1195,11,0,0,0,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,2,QB01_20171029_210000.wav1
17493,2805,347,429,1577,7,0,0,0,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,3,QB01_20171029_210000.wav2
17494,3352,400,217,1192,3,0,0,1,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,4,QB01_20171029_210000.wav3
17495,3652,573,171,768,3,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,5,QB01_20171029_210000.wav4
17496,2050,1070,475,1559,9,0,0,2,2,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,21,6,QB01_20171029_210000.wav5
17497,4776,116,168,101,6,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,1,QB01_20171029_220000.wav
17498,4424,168,198,366,10,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,2,QB01_20171029_220000.wav1
17499,3942,248,335,626,13,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,3,QB01_20171029_220000.wav2
17500,4318,149,257,440,3,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,4,QB01_20171029_220000.wav3
17501,4705,117,141,203,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,5,QB01_20171029_220000.wav4
17502,4717,94,106,248,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,22,6,QB01_20171029_220000.wav5
17503,913,1151,785,2052,226,2,0,27,11,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,1,QB01_20171029_230000.wav
17504,2613,654,565,1268,56,0,0,5,6,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,2,QB01_20171029_230000.wav1
17505,2145,503,1004,1413,73,0,0,8,21,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,3,QB01_20171029_230000.wav2
17506,926,1262,1193,1671,61,0,0,26,28,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,4,QB01_20171029_230000.wav3
17507,2425,889,555,1079,171,0,0,29,19,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,5,QB01_20171029_230000.wav4
17508,4366,178,207,413,3,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,29,23,6,QB01_20171029_230000.wav5
17509,1296,1317,1598,838,103,0,0,3,12,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,1,QB01_20171030_000000.wav
17510,925,1356,1693,1082,68,0,0,22,21,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,2,QB01_20171030_000000.wav1
17511,1732,1283,1338,720,93,0,0,1,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,3,QB01_20171030_000000.wav2
17512,563,2247,1495,745,98,0,0,12,7,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,4,QB01_20171030_000000.wav3
17513,318,2299,1733,657,144,0,0,9,7,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,5,QB01_20171030_000000.wav4
17514,3621,776,508,232,30,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,0,6,QB01_20171030_000000.wav5
17515,227,2639,1404,886,11,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,1,QB01_20171030_010000.wav
17516,1062,2225,1057,806,15,1,0,0,1,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,2,QB01_20171030_010000.wav1
17517,3438,1141,370,218,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,3,QB01_20171030_010000.wav2
17518,947,1980,1413,810,17,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,4,QB01_20171030_010000.wav3
17519,1242,2110,1130,671,14,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,5,QB01_20171030_010000.wav4
17520,336,2627,1301,880,23,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,1,6,QB01_20171030_010000.wav5
17521,1644,2728,662,123,10,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,1,QB01_20171030_020000.wav
17522,2272,2310,521,43,21,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,2,QB01_20171030_020000.wav1
17523,4346,692,101,27,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,3,QB01_20171030_020000.wav2
17524,720,3415,845,153,32,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,4,QB01_20171030_020000.wav3
17525,490,3647,875,129,26,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,5,QB01_20171030_020000.wav4
17526,2156,2377,534,65,34,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,2,6,QB01_20171030_020000.wav5
17527,727,3421,775,197,19,0,0,28,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,1,QB01_20171030_030000.wav
17528,581,3583,640,312,11,0,1,39,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,2,QB01_20171030_030000.wav1
17529,1894,2613,421,220,0,0,0,19,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,3,QB01_20171030_030000.wav2
17530,4063,893,113,98,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,4,QB01_20171030_030000.wav3
17531,3065,1691,284,117,10,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,5,QB01_20171030_030000.wav4
17532,1631,2845,417,252,22,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB01,2017,10,30,3,6,QB01_20171030_030000.wav5
17533,1186,13,1149,2816,1,1,0,1,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,1,QB02_20171027_180000.wav
17534,609,58,1526,2974,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,2,QB02_20171027_180000.wav1
17535,1064,52,1325,2726,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,3,QB02_20171027_180000.wav2
17536,565,50,1061,3491,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,4,QB02_20171027_180000.wav3
17537,776,48,1014,3329,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,5,QB02_20171027_180000.wav4
17538,681,41,1066,3379,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,18,6,QB02_20171027_180000.wav5
17539,1049,243,382,3493,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,1,QB02_20171027_190000.wav
17540,1372,261,296,3238,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,2,QB02_20171027_190000.wav1
17541,1343,344,290,3189,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,3,QB02_20171027_190000.wav2
17542,1843,301,361,2662,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,4,QB02_20171027_190000.wav3
17543,1631,253,504,2779,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,5,QB02_20171027_190000.wav4
17544,1554,205,595,2813,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,19,6,QB02_20171027_190000.wav5
17545,2107,179,877,2003,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,1,QB02_20171027_200000.wav
17546,1883,108,1031,2145,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,2,QB02_20171027_200000.wav1
17547,2055,122,968,2022,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,3,QB02_20171027_200000.wav2
17548,2281,187,883,1816,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,4,QB02_20171027_200000.wav3
17549,2793,70,750,1554,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,5,QB02_20171027_200000.wav4
17550,2855,161,842,1309,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,20,6,QB02_20171027_200000.wav5
17551,4088,150,410,519,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,1,QB02_20171027_210000.wav
17552,3826,103,526,711,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,2,QB02_20171027_210000.wav1
17553,3548,191,665,762,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,3,QB02_20171027_210000.wav2
17554,3505,237,674,751,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,4,QB02_20171027_210000.wav3
17555,3629,144,742,649,0,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,5,QB02_20171027_210000.wav4
17556,3939,148,391,689,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,21,6,QB02_20171027_210000.wav5
17557,2621,104,1287,1154,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,1,QB02_20171027_220000.wav
17558,1850,101,1826,1386,0,4,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,2,QB02_20171027_220000.wav1
17559,1600,54,1924,1583,1,5,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,3,QB02_20171027_220000.wav2
17560,2009,118,1787,1251,0,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,4,QB02_20171027_220000.wav3
17561,1908,76,1851,1330,1,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,5,QB02_20171027_220000.wav4
17562,1611,69,2300,1165,13,9,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,22,6,QB02_20171027_220000.wav5
17563,2947,200,1854,165,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,1,QB02_20171027_230000.wav
17564,3357,144,1557,109,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,2,QB02_20171027_230000.wav1
17565,4120,130,844,72,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,3,QB02_20171027_230000.wav2
17566,3351,239,1489,84,3,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,4,QB02_20171027_230000.wav3
17567,2601,314,2029,222,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,5,QB02_20171027_230000.wav4
17568,3063,194,1713,191,3,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,27,23,6,QB02_20171027_230000.wav5
17569,4927,65,172,0,0,2,0,1,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,1,QB02_20171028_000000.wav
17570,5095,42,28,1,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,2,QB02_20171028_000000.wav1
17571,5111,33,19,0,2,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,3,QB02_20171028_000000.wav2
17572,5013,45,105,0,2,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,4,QB02_20171028_000000.wav3
17573,4952,81,133,0,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,5,QB02_20171028_000000.wav4
17574,4895,72,198,1,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,0,6,QB02_20171028_000000.wav5
17575,3826,38,1297,6,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,1,QB02_20171028_010000.wav
17576,3641,65,1454,5,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,2,QB02_20171028_010000.wav1
17577,3448,47,1604,68,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,3,QB02_20171028_010000.wav2
17578,2727,68,2317,55,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,4,QB02_20171028_010000.wav3
17579,2717,83,2321,46,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,5,QB02_20171028_010000.wav4
17580,2501,72,2503,91,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,1,6,QB02_20171028_010000.wav5
17581,1705,237,3143,54,28,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,1,QB02_20171028_020000.wav
17582,1906,251,2926,45,39,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,2,QB02_20171028_020000.wav1
17583,2120,92,2884,67,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,3,QB02_20171028_020000.wav2
17584,2253,204,2645,65,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,4,QB02_20171028_020000.wav3
17585,1904,251,2914,98,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,5,QB02_20171028_020000.wav4
17586,2443,149,2439,135,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,2,6,QB02_20171028_020000.wav5
17587,2498,1,2576,69,23,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,1,QB02_20171028_030000.wav
17588,2435,4,2663,61,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,2,QB02_20171028_030000.wav1
17589,2502,11,2601,52,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,3,QB02_20171028_030000.wav2
17590,2528,14,2561,58,6,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,4,QB02_20171028_030000.wav3
17591,2322,11,2713,106,15,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,5,QB02_20171028_030000.wav4
17592,2254,1,2796,106,10,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,3,6,QB02_20171028_030000.wav5
17593,5157,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,1,QB02_20171028_070000.wav
17594,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,2,QB02_20171028_070000.wav1
17595,5166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,3,QB02_20171028_070000.wav2
17596,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,4,QB02_20171028_070000.wav3
17597,5164,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,5,QB02_20171028_070000.wav4
17598,5163,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,7,6,QB02_20171028_070000.wav5
17599,5166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,1,QB02_20171028_080000.wav
17600,5154,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,2,QB02_20171028_080000.wav1
17601,5143,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,3,QB02_20171028_080000.wav2
17602,5153,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,4,QB02_20171028_080000.wav3
17603,5137,0,5,23,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,5,QB02_20171028_080000.wav4
17604,5162,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,8,6,QB02_20171028_080000.wav5
17605,5128,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,1,QB02_20171028_090000.wav
17606,5113,24,8,22,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,2,QB02_20171028_090000.wav1
17607,5116,17,2,31,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,3,QB02_20171028_090000.wav2
17608,5127,5,1,32,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,4,QB02_20171028_090000.wav3
17609,5073,12,27,52,3,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,5,QB02_20171028_090000.wav4
17610,4901,22,137,102,5,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,9,6,QB02_20171028_090000.wav5
17611,5158,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,1,QB02_20171028_100000.wav
17612,5154,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,2,QB02_20171028_100000.wav1
17613,5162,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,3,QB02_20171028_100000.wav2
17614,5130,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,4,QB02_20171028_100000.wav3
17615,5145,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,5,QB02_20171028_100000.wav4
17616,4814,344,8,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,10,6,QB02_20171028_100000.wav5
17617,5156,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,1,QB02_20171028_110000.wav
17618,5135,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,2,QB02_20171028_110000.wav1
