Site,F01,F12,F23,F34,F45,F56,F67,F78,F89,F910,F1011,F1112,F1213,F1314,F1415,F15,Sites,Site,Year,Month,Day,Hour,Rep,Sites
17619,5033,81,0,53,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,3,QB02_20171028_110000.wav2
17620,5081,16,0,70,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,4,QB02_20171028_110000.wav3
17621,5115,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,5,QB02_20171028_110000.wav4
17622,5132,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,11,6,QB02_20171028_110000.wav5
17623,4975,14,176,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,1,QB02_20171028_120000.wav
17624,5127,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,2,QB02_20171028_120000.wav1
17625,5155,1,7,2,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,3,QB02_20171028_120000.wav2
17626,5165,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,4,QB02_20171028_120000.wav3
17627,5145,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,5,QB02_20171028_120000.wav4
17628,5145,3,10,8,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,12,6,QB02_20171028_120000.wav5
17629,5127,0,11,28,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,1,QB02_20171028_130000.wav
17630,4818,0,156,168,20,5,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,2,QB02_20171028_130000.wav1
17631,4958,3,74,110,22,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,3,QB02_20171028_130000.wav2
17632,5086,0,37,36,8,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,4,QB02_20171028_130000.wav3
17633,5076,41,19,31,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,5,QB02_20171028_130000.wav4
17634,5129,0,12,25,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,13,6,QB02_20171028_130000.wav5
17635,4976,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,1,QB02_20171028_140000.wav
17636,5009,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,2,QB02_20171028_140000.wav1
17637,5084,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,3,QB02_20171028_140000.wav2
17638,5034,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,4,QB02_20171028_140000.wav3
17639,5015,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,5,QB02_20171028_140000.wav4
17640,5021,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,14,6,QB02_20171028_140000.wav5
17641,539,8,52,4563,1,4,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,1,QB02_20171028_180000.wav
17642,561,22,66,4511,0,6,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,2,QB02_20171028_180000.wav1
17643,440,7,71,4639,0,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,3,QB02_20171028_180000.wav2
17644,495,3,71,4580,0,18,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,4,QB02_20171028_180000.wav3
17645,777,19,67,4294,0,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,5,QB02_20171028_180000.wav4
17646,701,19,54,4387,0,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,18,6,QB02_20171028_180000.wav5
17647,1442,35,470,3214,0,3,3,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,1,QB02_20171028_190000.wav
17648,974,44,714,3432,0,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,2,QB02_20171028_190000.wav1
17649,1219,1,475,3469,0,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,3,QB02_20171028_190000.wav2
17650,845,7,586,3722,0,5,0,0,0,2,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,4,QB02_20171028_190000.wav3
17651,1118,17,615,3406,0,11,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,5,QB02_20171028_190000.wav4
17652,1628,21,660,2853,0,3,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,19,6,QB02_20171028_190000.wav5
17653,2588,38,632,1897,1,10,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,1,QB02_20171028_200000.wav
17654,3480,21,249,1410,0,5,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,2,QB02_20171028_200000.wav1
17655,2871,23,663,1581,12,17,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,3,QB02_20171028_200000.wav2
17656,2840,46,709,1555,2,14,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,4,QB02_20171028_200000.wav3
17657,3029,27,725,1378,1,7,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,5,QB02_20171028_200000.wav4
17658,2490,3,1249,1409,1,15,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,20,6,QB02_20171028_200000.wav5
17659,4165,13,676,297,1,15,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,1,QB02_20171028_210000.wav
17660,3398,33,973,748,0,14,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,2,QB02_20171028_210000.wav1
17661,3351,14,1137,650,0,15,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,3,QB02_20171028_210000.wav2
17662,3961,18,701,475,0,12,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,4,QB02_20171028_210000.wav3
17663,4328,52,463,319,0,4,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,5,QB02_20171028_210000.wav4
17664,4172,39,612,340,0,4,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,21,6,QB02_20171028_210000.wav5
17665,2795,4,1032,1329,0,6,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,1,QB02_20171028_220000.wav
17666,3370,11,861,916,0,7,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,2,QB02_20171028_220000.wav1
17667,2416,6,853,1882,0,8,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,3,QB02_20171028_220000.wav2
17668,3072,34,576,1469,0,10,6,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,4,QB02_20171028_220000.wav3
17669,2420,7,856,1869,0,13,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,5,QB02_20171028_220000.wav4
17670,2309,7,978,1845,15,11,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,22,6,QB02_20171028_220000.wav5
17671,1172,1,2416,1436,96,42,4,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,1,QB02_20171028_230000.wav
17672,876,0,2532,1685,15,51,8,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,2,QB02_20171028_230000.wav1
17673,1236,3,2375,1463,25,57,8,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,3,QB02_20171028_230000.wav2
17674,1011,1,2862,1189,49,50,5,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,4,QB02_20171028_230000.wav3
17675,1045,0,2885,1154,33,47,3,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,5,QB02_20171028_230000.wav4
17676,870,0,3545,672,25,49,6,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,28,23,6,QB02_20171028_230000.wav5
17677,1449,21,3296,331,35,21,14,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,1,QB02_20171029_000000.wav
17678,1322,44,3485,254,33,19,10,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,2,QB02_20171029_000000.wav1
17679,1630,27,3226,242,32,8,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,3,QB02_20171029_000000.wav2
17680,2090,31,2726,255,47,17,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,4,QB02_20171029_000000.wav3
17681,1628,44,3151,265,42,36,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,5,QB02_20171029_000000.wav4
17682,1848,39,2880,315,55,22,8,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,0,6,QB02_20171029_000000.wav5
17683,2791,12,2253,31,78,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,1,QB02_20171029_010000.wav
17684,2992,23,1927,84,123,18,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,2,QB02_20171029_010000.wav1
17685,2624,15,2253,165,83,27,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,3,QB02_20171029_010000.wav2
17686,2698,5,2060,300,78,26,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,4,QB02_20171029_010000.wav3
17687,2819,2,1935,308,72,30,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,5,QB02_20171029_010000.wav4
17688,2492,11,2096,387,150,30,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,1,6,QB02_20171029_010000.wav5
17689,2408,2,2504,122,122,8,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,1,QB02_20171029_020000.wav
17690,2422,5,2401,226,107,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,2,QB02_20171029_020000.wav1
17691,2954,1,1903,181,127,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,3,QB02_20171029_020000.wav2
17692,2690,4,2161,221,88,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,4,QB02_20171029_020000.wav3
17693,2622,0,2234,162,147,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,5,QB02_20171029_020000.wav4
17694,2897,2,2041,177,48,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,2,6,QB02_20171029_020000.wav5
17695,3692,74,1319,22,59,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,1,QB02_20171029_030000.wav
17696,3699,68,1213,24,163,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,2,QB02_20171029_030000.wav1
17697,3355,16,1470,73,253,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,3,QB02_20171029_030000.wav2
17698,3354,6,1454,51,302,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,4,QB02_20171029_030000.wav3
17699,3381,2,1446,20,317,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,5,QB02_20171029_030000.wav4
17700,3521,4,1355,7,277,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,3,6,QB02_20171029_030000.wav5
17701,5095,2,58,8,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,1,QB02_20171029_070000.wav
17702,5155,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,2,QB02_20171029_070000.wav1
17703,5144,6,5,7,5,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,3,QB02_20171029_070000.wav2
17704,5148,0,4,7,8,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,4,QB02_20171029_070000.wav3
17705,5158,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,5,QB02_20171029_070000.wav4
17706,5082,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,7,6,QB02_20171029_070000.wav5
17707,4946,212,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,1,QB02_20171029_080000.wav
17708,5071,15,33,48,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,2,QB02_20171029_080000.wav1
17709,4975,147,0,45,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,3,QB02_20171029_080000.wav2
17710,5139,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,4,QB02_20171029_080000.wav3
17711,5005,137,0,25,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,5,QB02_20171029_080000.wav4
17712,5118,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,8,6,QB02_20171029_080000.wav5
17713,5160,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,1,QB02_20171029_090000.wav
17714,5154,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,2,QB02_20171029_090000.wav1
17715,5157,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,3,QB02_20171029_090000.wav2
17716,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,4,QB02_20171029_090000.wav3
17717,5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,5,QB02_20171029_090000.wav4
17718,5166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,9,6,QB02_20171029_090000.wav5
17719,5125,6,22,10,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,1,QB02_20171029_100000.wav
17720,4654,329,142,38,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,2,QB02_20171029_100000.wav1
17721,5017,5,65,80,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,3,QB02_20171029_100000.wav2
17722,4988,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,4,QB02_20171029_100000.wav3
17723,4908,54,0,205,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,5,QB02_20171029_100000.wav4
17724,5039,92,0,36,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,10,6,QB02_20171029_100000.wav5
17725,5099,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,1,QB02_20171029_110000.wav
17726,5155,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,2,QB02_20171029_110000.wav1
17727,5084,4,31,47,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,3,QB02_20171029_110000.wav2
17728,4855,96,189,27,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,4,QB02_20171029_110000.wav3
17729,5123,3,4,18,19,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,5,QB02_20171029_110000.wav4
17730,5163,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,11,6,QB02_20171029_110000.wav5
17731,4604,3,2,558,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,1,QB02_20171029_120000.wav
17732,4619,3,25,505,15,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,2,QB02_20171029_120000.wav1
17733,4696,19,122,326,4,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,3,QB02_20171029_120000.wav2
17734,4156,25,238,739,0,0,0,5,4,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,4,QB02_20171029_120000.wav3
17735,4587,9,30,539,2,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,5,QB02_20171029_120000.wav4
17736,4733,2,0,432,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,12,6,QB02_20171029_120000.wav5
17737,4802,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,1,QB02_20171029_130000.wav
17738,4624,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,2,QB02_20171029_130000.wav1
17739,4405,0,1,761,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,3,QB02_20171029_130000.wav2
17740,4511,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,4,QB02_20171029_130000.wav3
17741,4701,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,5,QB02_20171029_130000.wav4
17742,4302,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,13,6,QB02_20171029_130000.wav5
17743,4551,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,1,QB02_20171029_140000.wav
17744,4706,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,2,QB02_20171029_140000.wav1
17745,4597,2,0,562,6,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,3,QB02_20171029_140000.wav2
17746,4462,0,0,690,14,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,4,QB02_20171029_140000.wav3
17747,4663,0,0,478,20,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,5,QB02_20171029_140000.wav4
17748,4439,3,0,725,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,14,6,QB02_20171029_140000.wav5
17749,387,17,68,4694,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,1,QB02_20171029_180000.wav
17750,261,48,88,4768,0,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,2,QB02_20171029_180000.wav1
17751,273,45,92,4756,0,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,3,QB02_20171029_180000.wav2
17752,279,44,42,4800,0,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,4,QB02_20171029_180000.wav3
17753,228,67,76,4791,0,3,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,5,QB02_20171029_180000.wav4
17754,179,53,56,4875,0,2,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,18,6,QB02_20171029_180000.wav5
17755,696,146,805,3508,1,7,4,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,1,QB02_20171029_190000.wav
17756,559,215,853,3534,0,3,3,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,2,QB02_20171029_190000.wav1
17757,552,221,863,3524,4,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,3,QB02_20171029_190000.wav2
17758,652,253,756,3461,36,9,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,4,QB02_20171029_190000.wav3
17759,1207,151,697,3109,1,1,0,1,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,5,QB02_20171029_190000.wav4
17760,876,181,730,3374,0,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,19,6,QB02_20171029_190000.wav5
17761,1896,133,1492,1642,1,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,1,QB02_20171029_200000.wav
17762,1556,148,1542,1918,0,2,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,2,QB02_20171029_200000.wav1
17763,2483,136,899,1649,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,3,QB02_20171029_200000.wav2
17764,1798,221,1060,2074,1,13,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,4,QB02_20171029_200000.wav3
17765,1723,208,1011,2213,0,10,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,5,QB02_20171029_200000.wav4
17766,2068,158,943,1748,241,6,3,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,20,6,QB02_20171029_200000.wav5
17767,2692,223,1540,692,0,12,8,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,1,QB02_20171029_210000.wav
17768,3099,152,1281,612,0,10,13,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,2,QB02_20171029_210000.wav1
17769,3111,345,1239,462,0,6,3,0,0,0,1,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,3,QB02_20171029_210000.wav2
17770,3528,135,871,624,0,9,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,4,QB02_20171029_210000.wav3
17771,3038,282,1156,673,0,11,7,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,5,QB02_20171029_210000.wav4
17772,2502,247,1463,935,0,8,12,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,21,6,QB02_20171029_210000.wav5
17773,4517,175,176,298,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,1,QB02_20171029_220000.wav
17774,4457,139,245,324,0,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,2,QB02_20171029_220000.wav1
17775,4539,163,247,214,1,1,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,3,QB02_20171029_220000.wav2
17776,4591,213,213,150,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,4,QB02_20171029_220000.wav3
17777,4149,188,339,489,1,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,5,QB02_20171029_220000.wav4
17778,4123,132,346,563,0,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,22,6,QB02_20171029_220000.wav5
17779,1437,112,415,2692,510,0,1,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,1,QB02_20171029_230000.wav
17780,2403,32,225,1940,567,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,2,QB02_20171029_230000.wav1
17781,3129,150,166,1471,251,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,3,QB02_20171029_230000.wav2
17782,2467,130,213,1735,621,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,4,QB02_20171029_230000.wav3
17783,2552,158,313,1730,414,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,5,QB02_20171029_230000.wav4
17784,2917,112,310,1533,295,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,29,23,6,QB02_20171029_230000.wav5
17785,811,190,365,3522,278,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,1,QB02_20171030_000000.wav
17786,557,79,569,3956,1,5,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,2,QB02_20171030_000000.wav1
17787,444,24,475,3912,310,2,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,3,QB02_20171030_000000.wav2
17788,377,57,582,3878,273,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,4,QB02_20171030_000000.wav3
17789,359,27,599,3950,232,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,5,QB02_20171030_000000.wav4
17790,805,23,536,3578,222,3,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,0,6,QB02_20171030_000000.wav5
17791,1150,47,990,2957,13,8,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,1,QB02_20171030_010000.wav
17792,1056,0,1086,3004,11,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,2,QB02_20171030_010000.wav1
17793,1629,24,1208,2298,0,8,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,3,QB02_20171030_010000.wav2
17794,1173,67,1309,2610,1,7,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,4,QB02_20171030_010000.wav3
17795,1106,19,1278,2755,2,7,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,5,QB02_20171030_010000.wav4
17796,933,38,1218,2967,0,9,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,1,6,QB02_20171030_010000.wav5
17797,2713,78,306,1395,659,16,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,1,QB02_20171030_020000.wav
17798,2875,47,329,1431,475,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,2,QB02_20171030_020000.wav1
17799,2826,92,497,1730,14,8,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,3,QB02_20171030_020000.wav2
17800,2557,159,492,1943,6,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,4,QB02_20171030_020000.wav3
17801,2426,106,492,2129,2,12,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,5,QB02_20171030_020000.wav4
17802,1990,28,449,2325,374,1,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,2,6,QB02_20171030_020000.wav5
17803,2860,12,1407,350,528,10,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,1,QB02_20171030_030000.wav
17804,2952,37,1373,361,428,16,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,2,QB02_20171030_030000.wav1
17805,2805,29,1126,333,857,17,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,3,QB02_20171030_030000.wav2
17806,3426,18,1151,276,293,1,2,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,4,QB02_20171030_030000.wav3
17807,3541,14,1296,270,40,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,5,QB02_20171030_030000.wav4
17808,3064,25,1060,345,667,6,0,0,0,0,0,0,0,0,0,0,Quebrada,QB02,2017,10,30,3,6,QB02_20171030_030000.wav5
17809,2760,8,731,1667,1,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB03,2017,10,27,18,1,QB03_20171027_180000.wav
17810,2130,6,1094,1937,0,0,0,0,0,0,0,0,0,0,0,0,Quebrada,QB03,2017,10,27,18,2,QB03_20171027_180000.wav1
